ÉhÉâêî,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,ã«é˚éx,é˚éxîÕàÕ
1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-2300,-1
2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,-5300,-2
1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,-2300,-1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,0,0,1,2,12900,2
1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,-1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9000,2
2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,-1000,-1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,-8000,-2
0,0,0,1,1,0,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0,0,-1
0,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1
0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1000,-1
0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,-1000,-1
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,-1000,-1
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2000,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,-1000,-1
1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1000,-1
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2000,1
0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,-1000,-1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,-1300,-1
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-1300,-1
2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,5900,2
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,-1300,-1
1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1000,-1
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,-1000,-1
0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3000,1
1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,-1000,-1
1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,-1
1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1
2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5400,2
0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,-5400,-2
0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6700,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2,1,1,0,-1
1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,-6700,-2
0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-1
1,0,0,1,1,1,0,0,2,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,2,0,0,0,-1
0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-7700,-2
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,1,0,2,0,7700,2
0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,-1500,-1
1,1,0,0,2,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1500,-1
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,500,1
1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,500,1
0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,0,1,3600,1
1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,-1
0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1600,-1
1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,-1
1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,-6000,-2
1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,1,-3000,-1
1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,-3000,-1
0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,12000,2
0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2,5200,2
1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,-5200,-2
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-1
1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-1
1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1
1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,-8000,-2
1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,-1
2,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,8000,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1300,1
1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,-1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,-1
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,0,1,-1300,-1
3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19000,2
0,0,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,-6000,-2
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,-7000,-2
0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,-6000,-2
1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,500,1
0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,-1500,-1
1,0,1,1,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1500,-1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,500,1
1,0,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,1
3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,-1000,-1
1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,-1000,-1
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,-1000,-1
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,17500,2
1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5500,-2
2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-4500,-2
0,0,1,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,-4500,-2
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-5400,-2
2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,-2400,-1
2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2,0,0,10200,2
1,2,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,-2400,-1
1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,2600,1
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,-2600,-1
1,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,-2000,-1
0,0,2,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,-2000,-1
2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,2,0,-4000,-2
1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8000,2
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-6000,-2
0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,-7000,-2
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,1,0,0,1,0,1,0,1,0,-6000,-2
2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19000,2
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,8300,2
1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,1,-2100,-1
0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,-2100,-1
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,-4100,-2
2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,-6400,-2
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,6400,2
0,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-1000,-1
1,1,0,0,0,0,0,1,1,0,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1000,-1
0,0,0,0,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-1000,-1
0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,0,0,2000,1
1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6100,-2
3,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,-6100,-2
2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,19300,2
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,-6100,-2
3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,-1200,-1
0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4600,1
0,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-2200,-1
2,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,-1200,-1
2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-1
1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1,9000,2
0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,-1
0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-9000,-2
0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12000,2
0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,-4000,-2
0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,-4000,-2
1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0,0,-4000,-2
0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,-1600,-1
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1600,1
2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-1
1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,-1
0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-8000,-2
1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-1
2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,9000,2
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,-1000,-1
0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,-4000,-2
1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,-4000,-2
2,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,12000,2
0,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-4000,-2
0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4000,1
2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,-800,-1
0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1400,-1
1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,-1800,-1
0,0,0,0,0,0,0,2,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1300,-1
1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,-1300,-1
2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,-1300,-1
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,3900,1
0,1,2,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1
0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
2,1,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,-4200,-2
1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,4200,1
0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5500,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,0,1,1,1,-4500,-2
0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,-1000,-1
0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6000,-2
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,-3000,-1
0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,-3000,-1
1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,12000,2
1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1
1,1,2,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,12000,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,-12000,-2
1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,1,1,0,-1
1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,-1
0,1,0,1,0,1,0,0,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,-1
1,0,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1000,-1
1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,1,1,0,0,0,0,1,4200,1
1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-1
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,-3200,-1
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3000,1
1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,-500,-1
